is_smell,CountDeclMethod,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,MaxInheritanceTree,SumCyclomaticStrict
False,2.0,0.0,2.0,34.0,1.0,2.0
False,31.0,9.0,20.0,323.0,1.0,52.0
False,0.0,0.0,0.0,58.0,0.0,0.0
False,4.0,1.0,3.0,127.0,3.0,20.0
False,18.0,0.0,18.0,119.0,1.0,20.0
False,1.0,0.0,1.0,33.0,1.0,7.0
False,2.0,0.0,1.0,20.0,2.0,5.0
False,20.0,0.0,0.0,135.0,0.0,1.0
False,2.0,0.0,0.0,39.0,3.0,5.0
False,2.0,0.0,2.0,12.0,2.0,2.0
False,18.0,0.0,18.0,144.0,2.0,26.0
False,19.0,11.0,7.0,410.0,3.0,123.0
False,7.0,0.0,3.0,24.0,2.0,7.0
False,29.0,3.0,26.0,146.0,1.0,43.0
True,8.0,0.0,7.0,36.0,3.0,9.0
True,1.0,0.0,1.0,10.0,1.0,1.0
False,10.0,4.0,6.0,201.0,5.0,16.0
False,5.0,0.0,5.0,55.0,2.0,6.0
False,2.0,0.0,1.0,72.0,0.0,5.0
False,1.0,0.0,1.0,28.0,1.0,2.0
False,4.0,0.0,4.0,22.0,2.0,4.0
False,2.0,0.0,2.0,32.0,3.0,3.0
False,8.0,0.0,8.0,88.0,3.0,8.0
False,3.0,1.0,2.0,72.0,2.0,4.0
False,3.0,0.0,3.0,61.0,1.0,4.0
False,2.0,1.0,1.0,72.0,1.0,28.0
False,4.0,1.0,2.0,94.0,1.0,9.0
False,12.0,1.0,11.0,173.0,2.0,31.0
True,6.0,0.0,6.0,41.0,1.0,10.0
False,6.0,0.0,0.0,54.0,0.0,0.0
False,3.0,1.0,1.0,39.0,2.0,5.0
False,1.0,0.0,1.0,69.0,2.0,3.0
False,1.0,0.0,1.0,33.0,1.0,3.0
False,6.0,2.0,3.0,140.0,1.0,14.0
False,18.0,2.0,16.0,350.0,1.0,55.0
False,6.0,1.0,5.0,62.0,2.0,9.0
False,3.0,0.0,2.0,48.0,3.0,5.0
False,0.0,0.0,0.0,40.0,5.0,0.0
False,4.0,1.0,3.0,61.0,4.0,11.0
False,2.0,0.0,2.0,10.0,2.0,2.0
False,9.0,0.0,9.0,107.0,1.0,16.0
False,12.0,4.0,7.0,146.0,1.0,27.0
False,4.0,1.0,1.0,225.0,2.0,10.0
False,3.0,1.0,2.0,47.0,1.0,10.0
False,23.0,15.0,8.0,273.0,1.0,59.0
False,8.0,0.0,8.0,60.0,1.0,12.0
False,47.0,1.0,45.0,402.0,1.0,54.0
False,27.0,2.0,24.0,532.0,1.0,51.0
False,2.0,0.0,0.0,20.0,2.0,0.0
False,1.0,0.0,0.0,8.0,1.0,0.0
False,1.0,0.0,1.0,15.0,1.0,2.0
False,1.0,0.0,1.0,24.0,1.0,3.0
False,13.0,0.0,13.0,132.0,3.0,13.0
False,3.0,0.0,1.0,12.0,1.0,1.0
False,3.0,1.0,2.0,37.0,1.0,8.0
False,2.0,0.0,2.0,16.0,2.0,2.0
True,1.0,0.0,1.0,19.0,1.0,1.0
False,18.0,6.0,9.0,242.0,2.0,33.0
False,3.0,0.0,3.0,74.0,2.0,3.0
False,4.0,0.0,4.0,28.0,0.0,0.0
False,25.0,1.0,7.0,466.0,1.0,36.0
False,3.0,0.0,3.0,29.0,1.0,4.0
False,3.0,0.0,0.0,29.0,2.0,5.0
False,8.0,0.0,7.0,199.0,1.0,7.0
False,1.0,0.0,1.0,29.0,1.0,4.0
False,4.0,0.0,2.0,118.0,1.0,15.0
False,1.0,0.0,1.0,15.0,6.0,1.0
False,3.0,0.0,2.0,23.0,3.0,3.0
False,12.0,0.0,12.0,93.0,1.0,14.0
False,14.0,0.0,14.0,152.0,1.0,19.0
False,8.0,1.0,7.0,74.0,1.0,1.0
False,3.0,0.0,3.0,36.0,2.0,7.0
False,43.0,0.0,25.0,3944.0,3.0,456.0
False,2.0,0.0,2.0,35.0,2.0,2.0
False,5.0,0.0,5.0,28.0,1.0,3.0
True,6.0,0.0,6.0,52.0,1.0,17.0
False,1.0,0.0,1.0,21.0,1.0,1.0
False,4.0,0.0,4.0,60.0,2.0,4.0
False,4.0,0.0,4.0,22.0,3.0,4.0
False,29.0,0.0,28.0,143.0,1.0,29.0
False,1.0,0.0,0.0,4.0,0.0,0.0
False,10.0,1.0,9.0,283.0,1.0,45.0
True,13.0,12.0,1.0,804.0,2.0,66.0
True,14.0,3.0,1.0,507.0,2.0,63.0
False,2.0,0.0,0.0,36.0,2.0,2.0
False,3.0,0.0,3.0,23.0,1.0,3.0
False,1.0,0.0,0.0,38.0,2.0,2.0
False,25.0,2.0,11.0,488.0,2.0,61.0
False,4.0,0.0,4.0,32.0,2.0,4.0
False,12.0,1.0,11.0,117.0,1.0,21.0
False,4.0,0.0,4.0,54.0,1.0,7.0
False,2.0,1.0,1.0,38.0,2.0,2.0
False,7.0,6.0,1.0,153.0,1.0,17.0
False,3.0,0.0,3.0,79.0,2.0,4.0
False,6.0,0.0,6.0,18.0,3.0,8.0
False,3.0,1.0,2.0,124.0,1.0,21.0
False,3.0,0.0,0.0,95.0,6.0,10.0
False,4.0,1.0,3.0,93.0,1.0,24.0
True,13.0,0.0,7.0,93.0,2.0,14.0
False,6.0,1.0,5.0,210.0,1.0,15.0
False,2.0,0.0,0.0,57.0,4.0,6.0
False,3.0,0.0,2.0,82.0,1.0,17.0
False,1.0,0.0,1.0,50.0,2.0,1.0
False,3.0,0.0,3.0,35.0,1.0,5.0
False,4.0,1.0,3.0,89.0,1.0,15.0
False,2.0,0.0,1.0,12.0,3.0,2.0
True,3.0,0.0,3.0,19.0,2.0,3.0
False,12.0,0.0,12.0,92.0,2.0,17.0
False,14.0,0.0,14.0,79.0,1.0,14.0
False,3.0,0.0,2.0,127.0,1.0,12.0
False,1.0,0.0,1.0,20.0,1.0,2.0
True,50.0,0.0,50.0,378.0,2.0,61.0
False,18.0,0.0,16.0,134.0,2.0,18.0
False,6.0,4.0,2.0,157.0,1.0,27.0
False,1.0,0.0,1.0,10.0,1.0,1.0
False,8.0,0.0,8.0,45.0,3.0,10.0
False,2.0,0.0,0.0,22.0,1.0,4.0
False,2.0,0.0,2.0,366.0,1.0,49.0
False,3.0,0.0,3.0,36.0,4.0,3.0
False,2.0,1.0,1.0,55.0,1.0,7.0
False,3.0,0.0,3.0,54.0,1.0,2.0
True,3.0,0.0,2.0,46.0,1.0,5.0
False,6.0,1.0,5.0,35.0,2.0,6.0
False,7.0,0.0,7.0,10.0,0.0,0.0
False,1.0,0.0,1.0,51.0,3.0,1.0
False,2.0,0.0,2.0,11.0,3.0,2.0
False,15.0,0.0,15.0,102.0,1.0,29.0
False,7.0,0.0,7.0,38.0,1.0,7.0
False,4.0,1.0,3.0,124.0,1.0,18.0
False,5.0,0.0,5.0,113.0,1.0,13.0
False,5.0,0.0,3.0,78.0,3.0,5.0
False,6.0,0.0,2.0,69.0,3.0,8.0
False,9.0,0.0,0.0,66.0,0.0,0.0
False,10.0,2.0,8.0,364.0,2.0,50.0
False,4.0,0.0,4.0,94.0,1.0,6.0
False,24.0,19.0,0.0,415.0,1.0,66.0
False,3.0,0.0,3.0,34.0,1.0,3.0
False,2.0,1.0,1.0,17.0,1.0,2.0
False,26.0,19.0,6.0,1290.0,1.0,311.0
False,6.0,1.0,5.0,38.0,2.0,8.0
False,4.0,0.0,3.0,28.0,4.0,5.0
True,20.0,0.0,20.0,261.0,1.0,23.0
False,7.0,0.0,7.0,140.0,2.0,29.0
True,1.0,0.0,1.0,51.0,1.0,2.0
False,2.0,0.0,2.0,11.0,2.0,2.0
True,15.0,0.0,15.0,244.0,1.0,17.0
False,9.0,0.0,9.0,146.0,3.0,15.0
False,1.0,0.0,1.0,6.0,4.0,1.0
False,2.0,0.0,2.0,10.0,2.0,2.0
False,2.0,0.0,2.0,19.0,1.0,2.0
False,3.0,0.0,3.0,77.0,2.0,3.0
False,2.0,0.0,2.0,22.0,2.0,4.0
False,22.0,2.0,20.0,178.0,1.0,57.0
False,1.0,0.0,0.0,227.0,0.0,0.0
False,2.0,0.0,2.0,16.0,2.0,2.0
False,10.0,3.0,4.0,271.0,2.0,27.0
False,1.0,0.0,1.0,24.0,1.0,2.0
False,2.0,0.0,2.0,32.0,2.0,4.0
False,6.0,4.0,1.0,144.0,2.0,16.0
False,2.0,0.0,0.0,67.0,1.0,12.0
True,12.0,0.0,12.0,135.0,1.0,20.0
False,2.0,1.0,1.0,82.0,1.0,3.0
False,7.0,0.0,7.0,294.0,3.0,10.0
True,14.0,0.0,0.0,129.0,2.0,0.0
False,2.0,0.0,2.0,19.0,1.0,2.0
False,10.0,0.0,10.0,72.0,2.0,13.0
False,1.0,0.0,1.0,11.0,4.0,1.0
True,5.0,0.0,5.0,31.0,1.0,8.0
False,1.0,0.0,1.0,15.0,1.0,2.0
False,2.0,0.0,2.0,19.0,4.0,2.0
False,8.0,0.0,8.0,58.0,1.0,8.0
False,3.0,0.0,3.0,73.0,2.0,3.0
False,2.0,0.0,2.0,48.0,1.0,2.0
False,6.0,0.0,6.0,93.0,1.0,11.0
False,1.0,0.0,1.0,12.0,1.0,3.0
False,7.0,0.0,7.0,49.0,3.0,9.0
False,3.0,0.0,0.0,73.0,0.0,3.0
False,3.0,0.0,3.0,20.0,1.0,3.0
False,6.0,0.0,0.0,128.0,0.0,6.0
False,3.0,0.0,3.0,23.0,2.0,6.0
False,4.0,0.0,4.0,63.0,0.0,0.0
False,13.0,9.0,2.0,442.0,2.0,51.0
False,1.0,0.0,1.0,16.0,1.0,2.0
False,3.0,0.0,3.0,51.0,1.0,8.0
False,6.0,2.0,3.0,224.0,2.0,18.0
True,14.0,0.0,14.0,90.0,1.0,14.0
False,8.0,0.0,7.0,97.0,3.0,10.0
False,4.0,1.0,3.0,67.0,1.0,4.0
False,2.0,0.0,1.0,16.0,3.0,2.0
False,3.0,0.0,3.0,62.0,2.0,4.0
False,19.0,2.0,16.0,232.0,4.0,47.0
False,3.0,0.0,3.0,44.0,2.0,3.0
False,18.0,1.0,10.0,233.0,2.0,30.0
False,17.0,1.0,16.0,175.0,1.0,31.0
True,22.0,0.0,20.0,267.0,1.0,36.0
False,15.0,5.0,10.0,459.0,1.0,75.0
False,20.0,5.0,15.0,206.0,2.0,21.0
False,5.0,0.0,5.0,182.0,3.0,5.0
False,38.0,0.0,0.0,387.0,0.0,0.0
False,5.0,0.0,5.0,97.0,1.0,5.0
False,1.0,0.0,1.0,31.0,1.0,1.0
False,3.0,1.0,2.0,65.0,1.0,7.0
False,5.0,0.0,3.0,41.0,3.0,6.0
False,3.0,0.0,2.0,23.0,2.0,3.0
False,4.0,0.0,4.0,37.0,1.0,5.0
True,4.0,0.0,4.0,30.0,1.0,4.0
False,9.0,0.0,9.0,142.0,2.0,24.0
False,1.0,0.0,1.0,9.0,1.0,1.0
False,1.0,0.0,0.0,16.0,2.0,1.0
False,5.0,0.0,0.0,37.0,0.0,0.0
False,6.0,4.0,2.0,149.0,1.0,16.0
False,10.0,0.0,8.0,63.0,2.0,10.0
False,18.0,2.0,8.0,312.0,1.0,34.0
False,3.0,0.0,3.0,23.0,2.0,3.0
True,35.0,0.0,35.0,282.0,3.0,55.0
False,22.0,0.0,6.0,138.0,1.0,21.0
False,1.0,0.0,0.0,4.0,1.0,0.0
True,5.0,0.0,0.0,8.0,1.0,0.0
False,2.0,0.0,2.0,16.0,1.0,2.0
False,15.0,14.0,1.0,441.0,1.0,53.0
True,49.0,0.0,48.0,369.0,1.0,62.0
False,19.0,0.0,19.0,201.0,2.0,50.0
False,6.0,0.0,6.0,48.0,1.0,6.0
False,4.0,0.0,4.0,26.0,3.0,4.0
False,1.0,0.0,1.0,9.0,2.0,1.0
False,2.0,1.0,1.0,51.0,1.0,2.0
False,1.0,0.0,1.0,7.0,1.0,1.0
False,5.0,1.0,4.0,87.0,1.0,7.0
False,1.0,0.0,1.0,19.0,1.0,1.0
False,24.0,9.0,14.0,429.0,1.0,53.0
False,8.0,4.0,4.0,114.0,1.0,24.0
True,4.0,0.0,4.0,24.0,1.0,4.0
False,0.0,0.0,0.0,3.0,1.0,0.0
True,12.0,1.0,11.0,104.0,1.0,29.0
False,5.0,0.0,5.0,20.0,2.0,5.0
True,7.0,1.0,6.0,52.0,3.0,8.0
False,12.0,0.0,11.0,206.0,1.0,16.0
False,29.0,6.0,18.0,899.0,3.0,111.0
False,2.0,0.0,2.0,71.0,2.0,8.0
False,11.0,0.0,11.0,139.0,1.0,15.0
False,1.0,0.0,1.0,19.0,5.0,1.0
False,9.0,7.0,2.0,333.0,1.0,38.0
True,6.0,0.0,6.0,62.0,1.0,6.0
False,5.0,0.0,5.0,72.0,2.0,19.0
False,18.0,10.0,7.0,484.0,1.0,150.0
False,4.0,0.0,1.0,61.0,0.0,4.0
False,6.0,0.0,6.0,48.0,0.0,1.0
False,6.0,0.0,1.0,57.0,1.0,6.0
False,3.0,0.0,0.0,25.0,1.0,4.0
False,5.0,2.0,3.0,38.0,1.0,8.0
False,4.0,0.0,3.0,19.0,2.0,4.0
False,1.0,0.0,1.0,45.0,1.0,8.0
False,8.0,4.0,4.0,95.0,1.0,13.0
True,6.0,0.0,6.0,31.0,1.0,6.0
False,1.0,0.0,1.0,45.0,3.0,12.0
True,10.0,0.0,10.0,54.0,1.0,11.0
False,2.0,0.0,1.0,10.0,3.0,2.0
False,4.0,1.0,1.0,69.0,3.0,14.0
False,2.0,0.0,2.0,40.0,1.0,7.0
False,10.0,7.0,3.0,168.0,1.0,33.0
False,2.0,0.0,2.0,54.0,1.0,12.0
False,7.0,7.0,0.0,59.0,1.0,15.0
False,9.0,5.0,4.0,85.0,2.0,17.0
False,2.0,0.0,1.0,83.0,3.0,2.0
False,2.0,0.0,2.0,18.0,3.0,3.0
False,4.0,0.0,3.0,72.0,2.0,7.0
False,6.0,1.0,3.0,68.0,3.0,6.0
False,3.0,0.0,1.0,35.0,3.0,3.0
False,11.0,0.0,10.0,184.0,1.0,26.0
False,6.0,1.0,0.0,190.0,1.0,36.0
False,3.0,0.0,3.0,18.0,1.0,3.0
True,13.0,0.0,12.0,92.0,1.0,19.0
False,7.0,3.0,0.0,96.0,1.0,19.0
True,6.0,0.0,6.0,40.0,2.0,8.0
False,5.0,0.0,5.0,42.0,2.0,7.0
False,3.0,0.0,2.0,18.0,3.0,3.0
False,8.0,0.0,8.0,55.0,1.0,9.0
False,17.0,1.0,16.0,166.0,3.0,24.0
False,1.0,0.0,1.0,43.0,2.0,13.0
False,1.0,0.0,1.0,60.0,2.0,1.0
False,3.0,0.0,3.0,25.0,3.0,5.0
False,2.0,0.0,1.0,73.0,2.0,9.0
False,2.0,0.0,2.0,115.0,2.0,9.0
False,5.0,2.0,3.0,61.0,1.0,10.0
False,6.0,0.0,6.0,53.0,2.0,9.0
True,17.0,0.0,17.0,115.0,1.0,17.0
False,26.0,0.0,0.0,204.0,3.0,6.0
False,2.0,0.0,0.0,27.0,0.0,2.0
False,2.0,0.0,2.0,54.0,5.0,9.0
False,8.0,0.0,4.0,93.0,2.0,22.0
False,1.0,0.0,1.0,13.0,3.0,1.0
False,3.0,1.0,0.0,80.0,2.0,18.0
False,16.0,3.0,13.0,327.0,1.0,63.0
False,4.0,1.0,3.0,42.0,1.0,7.0
False,7.0,0.0,7.0,92.0,3.0,10.0
False,4.0,0.0,4.0,18.0,2.0,4.0
False,7.0,1.0,6.0,95.0,1.0,15.0
True,7.0,0.0,5.0,122.0,1.0,15.0
False,5.0,0.0,4.0,67.0,2.0,5.0
False,6.0,1.0,5.0,193.0,2.0,11.0
False,2.0,0.0,0.0,5.0,0.0,0.0
False,3.0,0.0,3.0,44.0,1.0,6.0
False,5.0,0.0,3.0,46.0,3.0,9.0
False,10.0,1.0,6.0,87.0,3.0,11.0
False,1.0,0.0,1.0,9.0,3.0,2.0
False,10.0,3.0,5.0,109.0,2.0,27.0
False,2.0,0.0,2.0,23.0,1.0,2.0
False,7.0,0.0,7.0,76.0,1.0,12.0
False,21.0,2.0,19.0,229.0,1.0,43.0
False,4.0,0.0,4.0,126.0,1.0,13.0
True,24.0,0.0,24.0,138.0,1.0,33.0
False,9.0,3.0,6.0,178.0,1.0,19.0
False,5.0,3.0,1.0,98.0,2.0,26.0
True,14.0,0.0,14.0,255.0,2.0,23.0
True,11.0,0.0,11.0,82.0,2.0,15.0
False,4.0,0.0,2.0,47.0,2.0,7.0
False,42.0,11.0,31.0,477.0,2.0,83.0
False,2.0,0.0,1.0,12.0,3.0,2.0
True,13.0,0.0,13.0,99.0,1.0,16.0
True,15.0,0.0,15.0,95.0,1.0,15.0
False,0.0,0.0,0.0,3.0,4.0,0.0
True,6.0,0.0,6.0,48.0,3.0,6.0
False,6.0,0.0,6.0,49.0,3.0,7.0
False,2.0,0.0,2.0,12.0,3.0,2.0
False,4.0,1.0,3.0,45.0,5.0,5.0
False,2.0,0.0,2.0,45.0,1.0,8.0
False,7.0,1.0,2.0,253.0,2.0,54.0
False,2.0,0.0,2.0,29.0,3.0,5.0
False,16.0,3.0,13.0,241.0,2.0,41.0
False,10.0,0.0,2.0,91.0,1.0,20.0
False,4.0,0.0,0.0,42.0,2.0,7.0
False,1.0,0.0,1.0,54.0,1.0,4.0
False,4.0,0.0,0.0,71.0,1.0,7.0
True,5.0,0.0,2.0,52.0,2.0,6.0
False,3.0,0.0,3.0,37.0,1.0,4.0
False,4.0,1.0,3.0,42.0,1.0,8.0
False,6.0,2.0,4.0,101.0,1.0,16.0
False,3.0,1.0,1.0,28.0,2.0,4.0
False,19.0,6.0,12.0,323.0,1.0,36.0
False,6.0,0.0,6.0,56.0,2.0,8.0
False,5.0,1.0,4.0,109.0,2.0,17.0
False,2.0,0.0,2.0,42.0,2.0,3.0
True,12.0,0.0,12.0,137.0,3.0,12.0
False,7.0,0.0,7.0,77.0,2.0,6.0
False,16.0,1.0,5.0,748.0,1.0,93.0
False,6.0,0.0,5.0,184.0,2.0,33.0
False,34.0,27.0,5.0,1356.0,5.0,142.0
False,3.0,1.0,2.0,88.0,1.0,9.0
False,33.0,24.0,6.0,886.0,1.0,202.0
False,4.0,0.0,3.0,55.0,3.0,6.0
False,4.0,0.0,4.0,99.0,1.0,20.0
False,3.0,0.0,1.0,31.0,2.0,5.0
False,2.0,0.0,1.0,17.0,2.0,2.0
False,3.0,0.0,1.0,18.0,2.0,2.0
False,1.0,0.0,1.0,9.0,2.0,1.0
False,5.0,1.0,4.0,28.0,1.0,5.0
False,3.0,0.0,3.0,24.0,2.0,2.0
False,10.0,1.0,9.0,44.0,1.0,10.0
False,2.0,0.0,0.0,23.0,1.0,0.0
False,19.0,0.0,19.0,178.0,1.0,22.0
False,3.0,3.0,0.0,47.0,1.0,14.0
False,1.0,0.0,1.0,20.0,1.0,3.0
False,14.0,0.0,0.0,132.0,0.0,0.0
False,3.0,0.0,3.0,72.0,2.0,3.0
False,14.0,7.0,6.0,479.0,1.0,44.0
False,10.0,0.0,9.0,82.0,2.0,11.0
False,9.0,0.0,8.0,85.0,4.0,11.0
False,4.0,0.0,3.0,59.0,2.0,5.0
False,3.0,1.0,2.0,109.0,4.0,12.0
False,34.0,1.0,33.0,418.0,1.0,105.0
False,2.0,0.0,2.0,28.0,1.0,4.0
False,11.0,2.0,9.0,388.0,2.0,32.0
False,6.0,2.0,4.0,149.0,2.0,14.0
False,2.0,0.0,2.0,13.0,1.0,2.0
False,18.0,9.0,9.0,395.0,1.0,102.0
False,5.0,1.0,4.0,44.0,1.0,7.0
False,16.0,1.0,11.0,399.0,2.0,27.0
False,5.0,0.0,0.0,58.0,1.0,0.0
False,6.0,0.0,0.0,52.0,0.0,0.0
False,8.0,1.0,7.0,171.0,2.0,23.0
False,14.0,1.0,13.0,491.0,2.0,34.0
False,0.0,0.0,0.0,3.0,1.0,0.0
False,2.0,0.0,2.0,19.0,2.0,2.0
False,1.0,0.0,1.0,14.0,5.0,1.0
False,2.0,0.0,1.0,12.0,3.0,2.0
False,8.0,2.0,6.0,136.0,1.0,18.0
True,14.0,0.0,14.0,137.0,1.0,14.0
False,12.0,9.0,1.0,196.0,1.0,31.0
False,4.0,0.0,4.0,29.0,1.0,4.0
False,15.0,0.0,8.0,208.0,7.0,16.0
False,11.0,0.0,6.0,137.0,2.0,14.0
False,2.0,0.0,1.0,35.0,3.0,4.0
False,2.0,0.0,1.0,75.0,6.0,2.0
False,0.0,0.0,0.0,12.0,3.0,0.0
False,1.0,0.0,1.0,13.0,1.0,1.0
False,1.0,0.0,0.0,13.0,8.0,1.0
False,7.0,0.0,7.0,104.0,2.0,8.0
False,18.0,0.0,17.0,212.0,2.0,20.0
False,3.0,0.0,1.0,85.0,9.0,3.0
False,7.0,0.0,6.0,86.0,3.0,8.0
False,1.0,0.0,1.0,21.0,0.0,0.0
False,3.0,0.0,3.0,32.0,2.0,3.0
False,2.0,0.0,0.0,57.0,1.0,6.0
False,3.0,0.0,3.0,50.0,2.0,5.0
False,4.0,0.0,4.0,35.0,3.0,5.0
True,7.0,0.0,7.0,37.0,1.0,7.0
False,1.0,0.0,1.0,260.0,2.0,1.0
False,4.0,0.0,4.0,10.0,0.0,0.0
False,7.0,0.0,7.0,119.0,3.0,11.0
False,13.0,0.0,13.0,226.0,1.0,22.0
False,3.0,0.0,3.0,22.0,2.0,3.0
False,2.0,0.0,2.0,27.0,2.0,2.0
False,1.0,0.0,1.0,36.0,4.0,3.0
False,24.0,3.0,21.0,420.0,1.0,69.0
True,13.0,0.0,12.0,102.0,1.0,21.0
False,6.0,0.0,6.0,233.0,2.0,11.0
False,9.0,0.0,9.0,91.0,1.0,27.0
True,4.0,0.0,4.0,21.0,1.0,4.0
False,5.0,0.0,1.0,80.0,4.0,13.0
False,13.0,0.0,13.0,68.0,2.0,13.0
False,7.0,0.0,4.0,101.0,1.0,14.0
False,1.0,0.0,0.0,30.0,1.0,0.0
False,2.0,0.0,0.0,21.0,1.0,0.0
False,0.0,0.0,0.0,3.0,1.0,0.0
True,2.0,0.0,2.0,12.0,1.0,2.0
False,0.0,0.0,0.0,2.0,2.0,0.0
False,4.0,2.0,2.0,40.0,1.0,4.0
False,2.0,0.0,1.0,14.0,2.0,2.0
False,46.0,11.0,35.0,980.0,1.0,224.0
False,1.0,0.0,0.0,11.0,1.0,1.0
False,18.0,1.0,5.0,79.0,2.0,18.0
False,9.0,8.0,1.0,185.0,2.0,29.0
False,4.0,0.0,4.0,30.0,4.0,4.0
False,1.0,0.0,0.0,9.0,0.0,0.0
False,5.0,1.0,4.0,99.0,1.0,13.0
True,9.0,0.0,7.0,159.0,3.0,16.0
False,0.0,0.0,0.0,789.0,0.0,0.0
False,11.0,0.0,8.0,151.0,2.0,15.0
False,2.0,0.0,2.0,96.0,2.0,4.0
False,4.0,1.0,3.0,87.0,2.0,7.0
False,5.0,2.0,3.0,105.0,1.0,16.0
False,3.0,0.0,3.0,42.0,2.0,4.0
False,1.0,0.0,1.0,109.0,1.0,1.0
False,2.0,0.0,2.0,29.0,2.0,2.0
False,14.0,0.0,11.0,225.0,3.0,21.0
False,13.0,0.0,12.0,126.0,1.0,19.0
False,8.0,0.0,8.0,35.0,2.0,1.0
True,24.0,4.0,20.0,333.0,1.0,51.0
False,11.0,0.0,11.0,243.0,1.0,15.0
False,2.0,0.0,0.0,41.0,2.0,4.0
False,22.0,11.0,10.0,1250.0,1.0,177.0
False,20.0,1.0,18.0,288.0,1.0,32.0
False,5.0,0.0,5.0,30.0,2.0,5.0
False,5.0,0.0,5.0,34.0,0.0,0.0
False,2.0,0.0,2.0,27.0,1.0,4.0
True,8.0,1.0,6.0,137.0,2.0,16.0
False,4.0,0.0,0.0,30.0,0.0,0.0
False,22.0,1.0,1.0,265.0,2.0,24.0
False,6.0,0.0,6.0,110.0,3.0,22.0
True,5.0,1.0,4.0,210.0,2.0,21.0
True,30.0,0.0,27.0,329.0,2.0,65.0
False,3.0,0.0,3.0,53.0,2.0,3.0
False,1.0,0.0,1.0,64.0,2.0,7.0
False,4.0,0.0,4.0,40.0,1.0,7.0
False,4.0,1.0,3.0,92.0,2.0,10.0
True,9.0,0.0,9.0,108.0,1.0,9.0
False,5.0,0.0,5.0,75.0,1.0,5.0
False,34.0,0.0,0.0,87.0,0.0,0.0
False,2.0,0.0,2.0,33.0,2.0,6.0
False,3.0,0.0,3.0,21.0,2.0,3.0
True,4.0,0.0,4.0,24.0,1.0,3.0
False,20.0,1.0,19.0,154.0,1.0,28.0
False,6.0,0.0,0.0,79.0,2.0,0.0
False,8.0,0.0,6.0,307.0,4.0,23.0
False,3.0,0.0,3.0,64.0,4.0,3.0
False,4.0,0.0,3.0,96.0,4.0,6.0
False,9.0,0.0,8.0,155.0,1.0,14.0
False,2.0,0.0,2.0,14.0,1.0,2.0
False,3.0,0.0,3.0,41.0,1.0,8.0
False,10.0,0.0,0.0,140.0,4.0,0.0
False,10.0,0.0,0.0,110.0,2.0,0.0
False,26.0,0.0,26.0,307.0,2.0,47.0
False,3.0,0.0,2.0,55.0,5.0,9.0
False,3.0,0.0,3.0,69.0,4.0,4.0
False,7.0,0.0,6.0,55.0,4.0,7.0
False,5.0,1.0,4.0,66.0,3.0,15.0
False,3.0,0.0,3.0,35.0,3.0,3.0
False,1.0,0.0,1.0,7.0,2.0,1.0
False,28.0,12.0,16.0,225.0,2.0,29.0
False,1.0,0.0,1.0,10.0,2.0,1.0
False,5.0,1.0,4.0,53.0,1.0,9.0
False,7.0,0.0,7.0,51.0,1.0,8.0
False,12.0,9.0,3.0,137.0,1.0,26.0
True,2.0,0.0,2.0,10.0,1.0,2.0
False,8.0,0.0,3.0,76.0,1.0,20.0
False,1.0,0.0,1.0,25.0,2.0,1.0
False,6.0,0.0,6.0,30.0,3.0,6.0
False,3.0,0.0,1.0,81.0,3.0,3.0
False,13.0,0.0,13.0,70.0,1.0,14.0
False,10.0,7.0,3.0,108.0,1.0,37.0
False,3.0,0.0,2.0,46.0,3.0,4.0
False,7.0,0.0,6.0,49.0,1.0,10.0
False,8.0,0.0,1.0,289.0,1.0,43.0
True,6.0,0.0,6.0,32.0,1.0,6.0
False,1.0,0.0,0.0,3.0,1.0,0.0
False,8.0,0.0,0.0,25.0,1.0,0.0
False,6.0,0.0,0.0,13.0,0.0,0.0
False,4.0,1.0,2.0,65.0,3.0,12.0
False,3.0,0.0,3.0,31.0,3.0,3.0
True,11.0,0.0,11.0,83.0,1.0,12.0
True,4.0,0.0,3.0,30.0,2.0,4.0
False,9.0,0.0,9.0,63.0,1.0,9.0
False,2.0,0.0,2.0,873.0,1.0,6.0
False,7.0,0.0,6.0,37.0,3.0,1.0
False,5.0,0.0,5.0,68.0,2.0,7.0
False,18.0,3.0,14.0,247.0,2.0,25.0
True,7.0,1.0,6.0,95.0,1.0,7.0
False,14.0,2.0,10.0,137.0,2.0,20.0
False,1.0,0.0,0.0,15.0,1.0,2.0
True,12.0,0.0,12.0,81.0,1.0,16.0
False,2.0,0.0,1.0,49.0,1.0,5.0
True,7.0,0.0,7.0,46.0,1.0,8.0
True,8.0,0.0,8.0,51.0,2.0,8.0
False,3.0,0.0,3.0,24.0,3.0,5.0
True,19.0,0.0,18.0,191.0,1.0,35.0
False,1.0,0.0,1.0,21.0,1.0,1.0
False,0.0,0.0,0.0,5.0,0.0,0.0
False,5.0,1.0,4.0,30.0,1.0,5.0
False,5.0,0.0,4.0,34.0,1.0,5.0
False,2.0,1.0,1.0,18.0,1.0,2.0
False,1.0,0.0,1.0,10.0,1.0,1.0
False,2.0,1.0,1.0,18.0,1.0,3.0
False,1.0,0.0,1.0,10.0,1.0,1.0
False,2.0,0.0,2.0,16.0,2.0,3.0
False,21.0,1.0,20.0,191.0,1.0,22.0
